"X","Link","Keyword","description","Job_Title","City","State","keywordtag"
"754","http://jobview.monster.com/engineer-software-2-job-mcclellan-ca-us-174234567.aspx?mescoid=1500127001001&jobposition=4","machine learning scientist","engineer software 2
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the engineer software 2.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
join the northrop grumman's information systems team of men and women that solve some of the world's most complex technical challenges. we are seeking junior level software engineers for highly competitive software engineering opportunities with our team in the airborne and terrestrial sigint (a&ts) operating unit in mcclellan (sacramento), ca.
roles and responsibilities:
. develop, document, test, and debug software that contain logical and mathematical solutions to business/mission problems.
. apply appropriate standards, processes, procedures, and tools throughout the development life cycle.
. diagnose problems encountered during application integration among products and address fixes/enhancements according to prescribed program processes.
. design and develop complex software using a variety of programming and scripting languages.
. develop software on diverse platforms including unix, linux and windows based operating systems.
. utilize configuration management tools, database applications and related software development tools.
. solve complex technical issues with limited supervision.
 
 
. bachelor degree in computer science, software engineering, computer engineering or related field from an accredited institution with 2 years of experience, or masters with 0 years of experience
. understanding of software development lifecycle and roles within each phase
. relevant work experience in software development using c/c++
. relevant work experience with scripting languages
. demonstrated understanding of software design principles (e.g. software design patterns)
. demonstrated success working individually and as part of a team requiring little supervision
. expertise with microsoft office applications (word, excel, powerpoint, visio)
. the ability to obtain a security clearance
preferred qualifications:
. currently hold a security clearance
. familiar with one or more of the following - java, j2ee, c/c++, python
. prior experience with user interface development
. prior experience with real-time/embedded application development
. prior experience with database design, implementation, and interfacing
. prior experience developing applications using web services or other web technologies
. prior experience with distributed processing and data analytics
. prior experience incorporating off-the-shelf software products/libraries into applications
. prior experience in software testing
northrop grumman corporation is a leading global security company providing innovative systems, products, and solutions in unmanned systems, cybersecurity, c4isr, and logistics and modernization to government and commercial customers worldwide.
northrop grumman is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity/affirmative action-employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. for our complete eeo/aa statement, please visit www.northropgrumman.com/eeo . u.s. citizenship is required for most positions.
company
job category
it/software development
career level
experienced (non-manager)
©2016northrop grumman is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity/affirmative action employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. u.s. citizenship is required for most positions. for our complete eeo/aa and pay transparency statement, please visit www.northropgrumman.com/eeo
","engineer-software-2","mcclellan","ca","software engineering,math,software engineering,excel,java,python"
"755","http://jobview.monster.com/engineer-software-2-job-mcclellan-ca-us-174234567.aspx?mescoid=1500127001001&jobposition=4","machine learning scientist","engineer software 2
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the engineer software 2.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
join the northrop grumman's information systems team of men and women that solve some of the world's most complex technical challenges. we are seeking junior level software engineers for highly competitive software engineering opportunities with our team in the airborne and terrestrial sigint (a&ts) operating unit in mcclellan (sacramento), ca.
roles and responsibilities:
. develop, document, test, and debug software that contain logical and mathematical solutions to business/mission problems.
. apply appropriate standards, processes, procedures, and tools throughout the development life cycle.
. diagnose problems encountered during application integration among products and address fixes/enhancements according to prescribed program processes.
. design and develop complex software using a variety of programming and scripting languages.
. develop software on diverse platforms including unix, linux and windows based operating systems.
. utilize configuration management tools, database applications and related software development tools.
. solve complex technical issues with limited supervision.
 
 
. bachelor degree in computer science, software engineering, computer engineering or related field from an accredited institution with 2 years of experience, or masters with 0 years of experience
. understanding of software development lifecycle and roles within each phase
. relevant work experience in software development using c/c++
. relevant work experience with scripting languages
. demonstrated understanding of software design principles (e.g. software design patterns)
. demonstrated success working individually and as part of a team requiring little supervision
. expertise with microsoft office applications (word, excel, powerpoint, visio)
. the ability to obtain a security clearance
preferred qualifications:
. currently hold a security clearance
. familiar with one or more of the following - java, j2ee, c/c++, python
. prior experience with user interface development
. prior experience with real-time/embedded application development
. prior experience with database design, implementation, and interfacing
. prior experience developing applications using web services or other web technologies
. prior experience with distributed processing and data analytics
. prior experience incorporating off-the-shelf software products/libraries into applications
. prior experience in software testing
northrop grumman corporation is a leading global security company providing innovative systems, products, and solutions in unmanned systems, cybersecurity, c4isr, and logistics and modernization to government and commercial customers worldwide.
northrop grumman is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity/affirmative action-employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. for our complete eeo/aa statement, please visit www.northropgrumman.com/eeo . u.s. citizenship is required for most positions.
company
job category
it/software development
career level
experienced (non-manager)
©2016northrop grumman is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity/affirmative action employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. u.s. citizenship is required for most positions. for our complete eeo/aa and pay transparency statement, please visit www.northropgrumman.com/eeo
","engineer-software-2","mcclellan","ca","software engineering,math,software engineering,excel,java,python"
"758","http://jobview.monster.com/entry-level-assistant-marketing-campaign-development-job-boise-id-us-173219885.aspx?mescoid=1300092001001&jobposition=4","machine learning scientist","entry level assistant (marketi...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
entry level assistant (marketi...
email address
thank you for your interest in the entry level assistant (marketing & campaign development).
to begin the application process, please enter your information below.
we will save a record of this application.
email
education level:
entry level assistant (marketing & campaign development)
the job window is looking to fill a full time entry level assistant position for one of the fastest and most successful marketing and advertising firms in the boise area as they are currently going through a nationwide expansion!
we are on the lookout for an entry level candidate or recent graduate with experience in (or exposure to) advertising, public relations, marketing & retail representation to join our client's marketing & campaign development team immediately!
acting as the entry level assistant within the marketing & campaign development team at our client's organization, you will be responsible for providing exceptional customer service and continuously developing new marketing campaigns for their high profile clients in the telecommunications, home entertainment, consumer electronics, and hdtv industries.
it is our client's goal to find an entry level assistant that enjoys a fast paced working environment and face to face client & consumer interaction so that they can train them to excel in all areas of their business and move into a senior marketing & campaign development role or qualify for other management roles made available in the marketing, advertising, public relations and customer/client service areas of their organization.  
although hands on working experience in the following areas are not required to qualify for this entry level assistant role within our client's marketing & campaign development department, any working, internship or educational background in these areas will be considered a huge asset!
customer service
requirements
requirements of the entry level assistant:
1-2 years of experience in a sales, marketing, advertising, event or retail related settings are an asset. internship experience and previous entry level experience will as be considered as working experience for this assistant role.
outstanding written & verbal communication skills
excellent organization and planning skills
self-motivated and results driven
ability to work some nights and weekends for marketing events, field campaign strategy implementation and promotions
excellent time management skills and ability to adhere to a schedule
enthusiastic about providing best possible customer service for clients and consumers
positive attitude & eagerness to learn
key words: marketing, marketing campaigns, marketing communications, marketing strategy, marketing coordinator, marketing communication, marketing promotions, advertising, advertising campaign associate, public relations, customer service representative.
","entry-level-assistant-marketing-campaign-development","boise","id","communication,excel,communication,excel,excel,communication,communication"
"759","http://jobview.monster.com/entry-level-assistant-marketing-campaign-development-job-boise-id-us-173219885.aspx?mescoid=1300092001001&jobposition=4","machine learning scientist","entry level assistant (marketi...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
entry level assistant (marketi...
email address
thank you for your interest in the entry level assistant (marketing & campaign development).
to begin the application process, please enter your information below.
we will save a record of this application.
email
education level:
entry level assistant (marketing & campaign development)
the job window is looking to fill a full time entry level assistant position for one of the fastest and most successful marketing and advertising firms in the boise area as they are currently going through a nationwide expansion!
we are on the lookout for an entry level candidate or recent graduate with experience in (or exposure to) advertising, public relations, marketing & retail representation to join our client's marketing & campaign development team immediately!
acting as the entry level assistant within the marketing & campaign development team at our client's organization, you will be responsible for providing exceptional customer service and continuously developing new marketing campaigns for their high profile clients in the telecommunications, home entertainment, consumer electronics, and hdtv industries.
it is our client's goal to find an entry level assistant that enjoys a fast paced working environment and face to face client & consumer interaction so that they can train them to excel in all areas of their business and move into a senior marketing & campaign development role or qualify for other management roles made available in the marketing, advertising, public relations and customer/client service areas of their organization.  
although hands on working experience in the following areas are not required to qualify for this entry level assistant role within our client's marketing & campaign development department, any working, internship or educational background in these areas will be considered a huge asset!
customer service
requirements
requirements of the entry level assistant:
1-2 years of experience in a sales, marketing, advertising, event or retail related settings are an asset. internship experience and previous entry level experience will as be considered as working experience for this assistant role.
outstanding written & verbal communication skills
excellent organization and planning skills
self-motivated and results driven
ability to work some nights and weekends for marketing events, field campaign strategy implementation and promotions
excellent time management skills and ability to adhere to a schedule
enthusiastic about providing best possible customer service for clients and consumers
positive attitude & eagerness to learn
key words: marketing, marketing campaigns, marketing communications, marketing strategy, marketing coordinator, marketing communication, marketing promotions, advertising, advertising campaign associate, public relations, customer service representative.
","entry-level-assistant-marketing-campaign-development","boise","id","communication,excel,communication,excel,excel,communication,communication"
"760","http://jobview.monster.com/insurance-sales-representative?outside-sales-no-experience-required-job-winnipeg-mb-ca-174249040.aspx?jobposition=4","machine learning scientist","are you an employer?
we couldn't find this page for you
find jobs by using the search field above. or, try one of the links below.
may we suggest:
social media
other links
",NA,NA,NA,""
"761","http://jobview.monster.com/insurance-sales-representative?outside-sales-no-experience-required-job-winnipeg-mb-ca-174249040.aspx?jobposition=4","machine learning scientist","are you an employer?
we couldn't find this page for you
find jobs by using the search field above. or, try one of the links below.
may we suggest:
social media
other links
",NA,NA,NA,""
"762","http://jobview.monster.com/java-developer-nosql-2x-job-carlsbad-ca-us-173314058.aspx?mescoid=1500127001001&jobposition=4","machine learning scientist","java developer nosql (2x)
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
java developer nosql (2x)
email address
about kforce
kforce continues to look for experienced technology professionals to join our team of great people! we have been matching job seekers and employers since 1962 and specialize in the areas of functional and business management, systems applications development, enterprise data management and infrastructure for commercial and government organizations. kforce has established relationships with top employers and offers career advice and training at no cost to our consultants. we are committed to ""great people = great results"" and offer exciting job opportunities across the united states. learn more about kforce .
the opportunity
responsibilities:
we are currently seeking 2 java developers nosql to join an innovative san diego, ca based company. the ideal candidate is a self-starter with excellent written and oral communication skills. if you are interested, please submit your resume and apply today.
duties and responsibilities:
you can expect to maintain and extend one or more of the back-end and middleware applications below:
big data cluster, workflows and applications: data pipelines at scale, and real time processing
machine learning and data scientist support: used in linguistics, ranking, classification, and other artificial intelligence applications
ingestion pipeline: process data that comes from our crawler which discovers and fetches content from the web and other sources
requirements:
comfortable in linux and windows environments
big data technologies (at least one of the following):
hadoop ecosystem (hdfs, hadoop, and hive)
spark
samza
kafka
cassandra
the following experience is a plus:
machine learning
tool usage: mercurial, git, and intellij
gradle
scala
avro
qualified candidates must be presently authorized to work in the united states on a full-time basis. this company does not sponsor or transfer h1-visa individuals.
kforce is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
job information
","java-developer-nosql-2x","carlsbad","ca","java,sql,java,sql,java,sql,excel,communication,big data,machine learning,classification,big data,hadoop,hadoop,hive,spark,cassandra,machine learning,scala"
"765","http://jobview.monster.com/machine-learning-data-scientist-job-santa-clara-ca-us-173664842.aspx?mescoid=1500152001001&jobposition=1","machine learning scientist","machine learning data scientis...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
machine learning data scientis...
email address
we are now looking for a machine learning data scientist:
join a small, rapidly growing, and dynamic software team building management platform and tools for next generation servers for targeted gpu based applications, such as machine learning and deep learning applications. the position will be part of a fast-paced crew that designs and builds predictive analysis platform software to mine and gain insight from telemetry data from the servers. the position also involves driving requirements for developing a deep learning platform for data scientists.
what you'll be doing:
drive and deliver innovations for predictive analysis of telemetry data from gpu based appliances.
design, implement and debug machine learning and deep learning algorithms to mine telemetry data
drive requirements for deep learning platform to enable work flow processes for data scientists.
participate in all phases of a product development, from product definition and architecture and design, through implementation, debugging, testing and support.
work collaboratively with other engineers, and be willing to take on any engineering tasks that contribute to the progress towards the goals of the team and the company
what we need to see:
strong knowledge and experience in designing machine learning and deep learning applications.
familiarity with deep learning frameworks, such as caffe, tensorflow, cntk, theano etc.
solid c/c++/python development and debugging skills
experience in java, go desirable.
experience in writing high quality, scalable software.
possess excellent written and verbal communication skills
a bachelor of science degree in electrical engineering or computer science, a master degree, or a phd; or equivalent experience. minimum 10 years of relevant experience.
#deeplearning
we are an aa/eeo/veterans/disabled employer
visualize your future . . . we do
nvidia is the world leader in graphics processing technologies, creating innovative, industry-changing products for computing, consumer electronics, and mobile devices. nvidia products are transforming visually-rich applications such as video games, film production, broadcasting, industrial design, space exploration, and medical imaging. we invest in our people and our technologies, support and fund industry research around the world, and consistently deliver high-quality products. nvidia's culture promotes and inspires a team of world-class employees to be at the top of their game. we've created an environment where talents are recognized and collaboration is valued. our employees are shaping the world of tomorrow. . . today. we invite you to explore the opportunities available at nvidia to see what your future may hold.
","machine-learning-data-scientist","santa-clara","ca","machine learning,machine learning,machine learning,machine learning,deep learning,deep learning,machine learning,deep learning,deep learning,product development,machine learning,deep learning,deep learning,python,java,scala,excel,communication"
"766","http://jobview.monster.com/machine-learning-data-scientist-job-santa-clara-ca-us-173664842.aspx?mescoid=1500152001001&jobposition=1","machine learning scientist","machine learning data scientis...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
machine learning data scientis...
email address
we are now looking for a machine learning data scientist:
join a small, rapidly growing, and dynamic software team building management platform and tools for next generation servers for targeted gpu based applications, such as machine learning and deep learning applications. the position will be part of a fast-paced crew that designs and builds predictive analysis platform software to mine and gain insight from telemetry data from the servers. the position also involves driving requirements for developing a deep learning platform for data scientists.
what you'll be doing:
drive and deliver innovations for predictive analysis of telemetry data from gpu based appliances.
design, implement and debug machine learning and deep learning algorithms to mine telemetry data
drive requirements for deep learning platform to enable work flow processes for data scientists.
participate in all phases of a product development, from product definition and architecture and design, through implementation, debugging, testing and support.
work collaboratively with other engineers, and be willing to take on any engineering tasks that contribute to the progress towards the goals of the team and the company
what we need to see:
strong knowledge and experience in designing machine learning and deep learning applications.
familiarity with deep learning frameworks, such as caffe, tensorflow, cntk, theano etc.
solid c/c++/python development and debugging skills
experience in java, go desirable.
experience in writing high quality, scalable software.
possess excellent written and verbal communication skills
a bachelor of science degree in electrical engineering or computer science, a master degree, or a phd; or equivalent experience. minimum 10 years of relevant experience.
#deeplearning
we are an aa/eeo/veterans/disabled employer
visualize your future . . . we do
nvidia is the world leader in graphics processing technologies, creating innovative, industry-changing products for computing, consumer electronics, and mobile devices. nvidia products are transforming visually-rich applications such as video games, film production, broadcasting, industrial design, space exploration, and medical imaging. we invest in our people and our technologies, support and fund industry research around the world, and consistently deliver high-quality products. nvidia's culture promotes and inspires a team of world-class employees to be at the top of their game. we've created an environment where talents are recognized and collaboration is valued. our employees are shaping the world of tomorrow. . . today. we invite you to explore the opportunities available at nvidia to see what your future may hold.
","machine-learning-data-scientist","santa-clara","ca","machine learning,machine learning,machine learning,machine learning,deep learning,deep learning,machine learning,deep learning,deep learning,product development,machine learning,deep learning,deep learning,python,java,scala,excel,communication"
"767","http://jobview.monster.com/machine-learning-scientist-browse-classification-job-seattle-wa-us-171859320.aspx?mescoid=1900267001001&jobposition=1","machine learning scientist","machine learning scientist, br...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
machine learning scientist, br...
email address
thank you for your interest in the machine learning scientist, browse classification.
to begin the application process, please enter your information below.
we will save a record of this application.
email
amazon corporate llc -
seattle, wa 98109
369166
location
us-wa-seattle
north american teams - consumer - retail plus
job descriptionthe product catalog is a strategic asset for amazon. it powers unrivaled product discovery, informs customer buying decisions, offers a huge selection across a large number of categories and positions amazon as the first stop for shopping online. as an applied scientist in ascs you will help us make the world's best product catalog even better and improve the experience for millions of customers.
you will analyze how information within amazon's catalog affects our customers and help devise short term and long term strategy for expanding and enhancing the catalog. you will have the opportunity to design new data analytical workflows at a scale rarely available elsewhere, utilizing state-of-the-art data science and machine learning tools such as spark, python, and theano and amazon's cloud computing technologies such as elastic map reduce (emr), kinesis, and redshift.
you will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling, deep learning, statistical testing, information retrieval, and natural language processing and apply them to huge data amounts of data describing the products in the catalog and the customer interactions. you evaluate with scientific rigor and provide inputs to business strategy and technical direction. you will collaborate with software engineering teams to integrate your algorithmic solutions into large-scale highly complex amazon production systems.
you will encounter many challenges, including
scale (build models for billions of products in the catalog utilizing trillions of customer interactions),
accuracy (extreme requirements for precision or recall due to impact of getting it wrong, e.g. extremely high precision for merging identical products or extremely high recall for identifying hazardous materials)
speed (generate predictions for millions of new or changed products with low latency),
diversity (products need to be classified into &gt100k's of categories across 16 languages),
high dimensionality (feature engineering and selection using 1k's of structured product features with millions of values, unstructured product data, product images, customer searches, clicks, reviews, etc.), and
noise (build models robust to varying quality of data provided by millions of sellers and labels derived implicitly or collected from humans).
you will need to be creative and go far beyond text book solutions to deal with these challenges. meeting the business requirements will involve combining several different machine learning algorithms with domain knowledge into complex data analytical workflows that automate what can be automated and efficiently utilize experts when needed to mitigate risk.
you will help us to
identify which product information matters most to our customers.
extract product information from unstructured data to augment the catalog.
consolidate spelling variations of product attributes like brand, size, or color.
automatically classify new products with low latency into our highly detailed product categories.
improve the categorization of our huge catalog with minimum manual effort.
identify identical products and similar products such as different sizes and colors of the same shoe.
identify restricted products such as hazardous materials.
estimate the financial impact of catalog improvements.
.
3+ years of relevant experience
proficiency in object oriented programming in java programming in a unix environment.
strong oo design, data structures and algorithm skills required.
preferred qualificationsexperience in a highly scalable, distributed environment preferred.
results oriented person with a delivery focus
ability to handle multiple competing priorities in a fast-paced environment
domain expertise in one or more of the following fields:
big data and distributed processing
information retrieval
data mining
job summary
veteran preference
company details
contact method
contact info
job information
view more jobs
","machine-learning-scientist-browse-classification","seattle","wa","machine learning,machine learning,machine learning,classification,machine learning,spark,python,clustering,predictive modeling,deep learning,natural language processing,software engineering,structured,structured,machine learning,unstructured data,java,scala,big data,data mining"
"768","http://jobview.monster.com/machine-learning-scientist-computer-vision-time-lords-team-seattle-wa-job-seattle-wa-us-171472242.aspx?mescoid=1500127001001&jobposition=8","machine learning scientist","machine learning scientist -co...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
machine learning scientist -co...
email address
thank you for your interest in the machine learning scientist -computer vision - time lords team (seattle, wa).
to begin the application process, please enter your information below.
we will save a record of this application.
email
amazon corporate llc -
seattle, wa 98109
machine learning scientist -computer vision - time lords team (seattle, wa)job id
304011
location
us-wa-seattle
north american teams - biz dev
job descriptionwant to work on the coolest feature on the kindle fire - ? we let viewers know who an actor is as they enter a scene, what song is playing (and let them buy it), and show trivia right when it's most interesting, and that's just the beginning. this is an exciting product that is expanding to new areas, new data types and new functionality. together, we will change the way people watch movies.
we are more than doubling our team this year, and building several brand new systems, many of which have an r&d component. we need a research scientist with strengths in machine learningand computer vision,
you will design and execute ongoing programs of experimentation and study which inform each of these efforts. you will work closely with software engineers to create innovative randomized experiments within the constraints of production software systems. you will seek out hidden and valuable correlations between the easily-measurable and the hard-to-quantify, within immense volumes of real-world data. you will formulate quantitative metrics which allow us to track our progress, and then devise creative measurement and audit solutions which allow us to track those metrics with minimal cost and human effort. you will provide input into business and technical direction, steering broader solutions in support of these objectives. this role is expected to push the boundaries of measurability without sacrificing rigor.
key responsibilities:
* work closely with management, software engineering leaders, and business teams to plan catalog data improvements so as to maximize customer improvement impact.
* triage many possible courses of action in a high-ambiguity environment, making use of both quantitative analysis and business judgment.
* collaborate with software engineering teams to integrate experimental capabilities into large-scale, highly complex amazon production systems.
* report results in a manner which is both statistically rigorous and compellingly relevant.
* assist in recruiting, mentoring, developing, and training other research scientists as well as other technical roles when needed..
are you passionate about the next generation of digital video? do you want to build innovative features for millions of customers watching hundreds of thousands of video titles worldwide? the amazon instant video (aiv)  team is offering a truly exceptional opportunity to be a part of a small team working on an industry-leading instant video service.
want to work on interesting engineering problems? we're building out the platform for acquiring and generating time-based data from a variety of sources, including video and audio analysis, machine learning algorithms, crowdsourcing and from partners. we build backend systems that generate timecoded data automatically, front-end uis to acquire data and do quality control, and services to publish the data.
do you like collaboration? we work with teams across the company, as diverse as kindle, a9, aws and imdb.com to develop the core technologies that drive innovative new products.
amazon instant video is used daily by a massive audience on amazon's websites and through a variety of devices including the kindle fire. the aiv team is committed to delivering the highest quality customer experience, from massive selection and intuitive shopping to innovative online and living room viewing experiences. this is a young and evolving business where creativity and drive can have a lasting impact on the way video is enjoyed worldwide.
keywords: amazoninstantvideojobs, x-ray, machine learning, computer vision
basic qualificationsms or phd in cs, applied math, statistics, or a related field.
proficiency with a scripting language such as r, matlab, python
proficiency with a production language such as c++ or java
5-8 years of experience working on applied machine learning projects.
ability to innovate in ml and a track record of publications
preferred qualificationsms or phd in cs, applied math, statistics, or a related field.
proficiency with a scripting language such as r, matlab, python
proficiency with a production language such as c++ or java
5-8 years of experience working on applied machine learning projects.
ability to innovate in ml and a track record of publications
amazon is an equal opportunity-affirmative action employer - minority / female / disability / veteran / gender identity / sexual orientation
job summary
veteran preference
company details
contact method
contact info
job information
view more jobs
","machine-learning-scientist-computer-vision-time-lords-team-seattle-wa","seattle","wa","machine learning,machine learning,machine learning,machine learning,machine learning,software engineering,software engineering,machine learning,machine learning,math,statistics, r, ,matlab,python,java,machine learning,math,statistics, r, ,matlab,python,java,machine learning"
"769","http://jobview.monster.com/machine-learning-scientist-deep-learning-job-seattle-wa-us-171628598.aspx?mescoid=1900267001001&jobposition=8","machine learning scientist","machine learning scientist, de...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
machine learning scientist, de...
email address
thank you for your interest in the machine learning scientist, deep learning.
to begin the application process, please enter your information below.
we will save a record of this application.
email
amazon corporate llc -
seattle, wa 98109
394919
location
us-wa-seattle
north american teams - consumer - retail plus
job descriptiontake the earth's most customer-centric company. mix in millions of shoppers spending billions of dollars annually and an opportunity to use your skills in machine learning and data mining to improve product recommendations and search. what do you get? the best job in the internet today - period.
amazon's personalization team owns recommending the right product to the right customer at the right time. we revolutionized e-commerce with features like customers who bought also bought that, buy it again and recommended for you.
the recommendations modeling team at amazon.com generates personalized product recommendations for millions of customers each day, in a blink of an eye, thousands of times a second. we build the data sets, algorithms and back-end systems to deliver a personalized store for every amazon.com customer.
we are an applied research team, a combination of highly skilled engineers and scientist, who are working on the next generation of recommendations to improve our customer's experience with amazon. we experiment rapidly using the latest machine learning techniques such as recurrent neural networks (rnns), convolutional neural networks (cnns) and matrix factorization. we work with machine learning experts across amazon to deliver the best possible recommendations, leveraging amazon's vast computing resources (aws) and data. we deal with large amounts of training data, rapid prototyping, offline/online testing and high-performance requirements.
major responsibilities:
analyze and extract relevant information from large amounts of amazon's historical business data to help automate and optimize key features and processes.
work closely with software engineering teams to drive new feature creation
work closely with stakeholders to optimize various business operations
establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
track general business activity and provide clear, compelling management reporting on a regular basis
research and implement novel statistical approaches
basic qualificationsmaster's degree in computer science, mathematics, statistics, related field, or equivalent experience.
1+ years of experience in software development. experience building large platform systems.
jack of many development languages: c++, java, python, master in some.
experience with full development life cycle for large-scale software products including extensive experience with service oriented architectures, design patterns, web services, and web applications/services development.
preferred qualificationsexperience using operations research techniques for solution optimization and continuous process improvement
experience with distributed machine learning systems
experience with spark, hadoop, elastic map reduce (emr)
leadership experience in a team research effort, including planning, mentoring, and ownership of group outcomes.
scijobs
job summary
veteran preference
company details
contact method
contact info
job information
view more jobs
","machine-learning-scientist-deep-learning","seattle","wa","machine learning,machine learning,machine learning,deep learning,machine learning,data mining,machine learning,neural network,neural network,machine learning,software engineering,scala,math,statistics,java,python,optimization,machine learning,spark,hadoop"
"772","http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-171472496.aspx?mescoid=1900267001001&jobposition=8","machine learning scientist","machine learning scientist
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the machine learning scientist.
to begin the application process, please enter your information below.
we will save a record of this application.
email
..
job descriptiondo you apply machine learning to big data problems? are you excited by analyzing and modeling terabytes of data that solve real world problems? we love data and have lots of it. we're looking for a whip smart engineer capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems.
the machine learning (ml) organization at amazon has multiple positions available in seattle, palo alto, berlin, and bangalore for ml experts at all career stages, from graduating doctoral students to internationally renowned researchers and practitioners.
we solve many of amazon's most difficult and important problems, and in partnership with teams across amazon, we build new services that surprise and delight our customers. we have current and future projects in video recommendation, streaming data analysis, natural language processing, deep learning, bandit algorithms, computer security, social networks, and more.
ml at amazon is a highly experimental activity, although theoretical analysis and innovation are also welcome. ml scientists work closely with software engineers to put algorithms into practice. they also work on cross-disciplinary efforts with social scientists, computer vision experts, and others.
if interested please forward your resume to core-machinelearning@amazon.com
scijobs
basic qualifications+5 years of phd in cs machine learning, operational research, statistics or in another highly quantitative field
5+ years of hands-on experience in predictive modeling and analysis
skills with java, c++ (or other high-level programming language) as well as r, matlabm python (or similar scripting language)
preferred qualifications+10 years of phd in cs machine learning, operational research, statistics or in another highly quantitative field. tenured professor.
5+ years of hands-on experience in predictive modeling and analysis
skills with java, c++ (or other high-level programming language) as well as r, matlabm python (or similar scripting language)
amazon is an equal opportunity-affirmative action employer - minority / female / disability / veteran / gender identity / sexual orientation
job summary
veteran preference
company details
contact method
contact info
job information
view more jobs
","machine-learning-scientist","seattle","wa","machine learning,machine learning,machine learning,big data,machine learning,machine learning,natural language processing,deep learning,machine learning,statistics,predictive modeling,java, r, ,matlab,python,machine learning,statistics,predictive modeling,java, r, ,matlab,python"
